Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
70,4088,28213,29507,20168,20365,21371,19515,18455,38957,23301,12704,11630,11712,15072,18921,37369,12669,21882,16796,22529,17206,19709,17246,18177,21817,20545,5966,5834,9756,463,321,1296,1090,23419,1553,17394,5518,1273,2637,10298,10870,1477,5592,2355,323,6138,4689,4808,8798,11191,9781,13858,7147,6728,4190,15871,14649,14869,17426,13322,13938,12624,10503,14075,21738,5456,17755,6377,9198,8996,0,899,333,22079,15808,16473,21155,19647,10544,2186,22557,10818,18489,19029,19723,1654,11186,14117,21158,341,28892,15036,17354,14765,8186,6154,13218,16739,5285,16847,37493,2871,1381,16770,14780,16061,1927,6619,1156,2976,667,2124,1241
71,3271,27396,28691,21727,21924,20555,21075,20014,36749,22484,11887,10813,10895,14254,18105,36552,11852,21066,15979,21713,16389,18892,16429,17360,21000,19728,5150,5018,9442,1362,1220,1470,776,24978,1239,16578,5204,456,1820,12118,10558,1165,5279,2042,578,5824,4215,3855,8485,10877,9467,13042,6833,6414,3716,15055,13832,14053,16610,12505,13121,11806,9687,13258,21424,5143,17441,6065,8381,8180,899,0,1232,21765,14991,15657,20338,18830,9727,1873,24116,10504,18176,18213,19409,1340,10872,13803,20844,1240,28076,14723,16538,13948,7872,5841,12904,17638,4811,16030,36677,2055,1068,15953,13963,15244,1615,7518,842,2160,1566,1810,927
72,4420,28546,29841,19914,20113,22140,19263,18203,38704,23634,13038,11962,12045,15404,19254,31342,13001,22215,17129,22863,17540,20042,17580,18509,22151,20878,6300,6167,10089,210,158,1629,1422,23167,1885,17728,5850,1607,2969,10631,11204,1811,5925,2688,656,6470,4436,5141,9132,11523,10114,14192,7479,7061,3937,16205,14981,15203,17759,13655,14271,12956,10837,14407,22071,5789,18088,6711,9531,9329,333,1232,0,22411,16141,16806,21488,19979,10876,2520,22304,11151,18822,19362,20056,1986,11518,14449,21490,859,29226,15369,17688,15098,8519,6487,13551,16485,5032,17180,31466,3204,1715,17104,15114,16394,2261,6365,1488,3310,413,2457,1575
73,21823,49454,50749,43785,43982,42613,43133,42072,61411,44542,33945,32871,32953,36312,40163,58610,33910,39255,36137,39902,36546,38580,38961,35738,42526,37917,23239,27076,16820,22916,22774,21024,20957,47036,20902,33065,17887,22514,23878,21804,12944,22024,24195,20928,22132,17845,26452,22001,14590,17563,21287,35100,16238,19098,25953,30107,30872,36111,28638,32736,31630,33655,31745,31442,12370,18211,7916,19133,30439,30238,22454,22141,22787,0,26191,29658,38527,41480,31649,21229,46174,18539,12544,40271,17835,21444,17558,20133,921,22795,50134,10921,38596,36006,16715,18523,20938,39192,27048,38089,58735,24113,20657,38011,30785,29548,20099,29072,20945,24218,23120,20324,20865
74,13227,24165,25459,18495,18693,17323,17843,16783,33517,19252,9653,7582,7663,12020,14873,33321,9618,13102,9983,13749,10393,12425,12808,9585,16373,11764,11508,10915,11043,16271,16128,14703,14008,21747,13133,6912,17989,14638,13816,5097,17189,14255,18194,14680,15485,14275,12875,12360,18313,20065,5064,9810,16572,19200,12557,3953,4719,10821,2484,6582,5476,7500,8180,5288,19310,9229,19018,9141,10159,6812,15808,14991,16141,26198,0,3504,12374,15326,5495,13459,20884,20033,14781,14981,12670,13676,20060,23452,25277,16149,24844,16322,13306,10271,12419,18626,22433,15635,13651,12798,33445,13042,13957,12722,4632,3395,13289,18033,14075,13405,16473,12556,14160
75,16759,20973,22268,15303,15501,14131,14652,13592,30325,16061,10318,5232,5387,10512,11681,30129,10283,10431,6824,11079,7235,9737,10120,6869,13703,9094,14656,11581,14509,16936,16793,17045,16350,18556,16600,4137,20778,15303,14481,8564,20656,16738,20852,17616,16151,17742,13541,15893,21780,23531,8531,6748,20038,21988,13222,1050,1815,7629,1370,3433,2573,4687,8845,2384,22776,12696,22485,12608,10824,7477,16473,15657,16806,29665,3504,0,9704,12406,6161,16926,17692,26079,18248,11789,16137,16914,23526,26919,28744,16814,21652,19789,10114,7113,15886,21414,28478,13568,14316,9607,30253,13707,16642,9530,1728,491,16755,18699,16416,14071,17139,16021,16501
76,20802,12200,13494,16914,17113,14286,16263,15203,27567,12136,12372,9285,9439,12124,11836,21356,12995,1855,4303,5257,4714,5126,5507,2795,3415,2578,18698,15623,22734,20978,20836,21087,20392,20167,20855,5155,24820,19345,18523,16787,28880,20781,24895,21658,20194,25966,17584,19935,28102,30493,16755,9296,26629,26030,17264,9100,8107,7784,9758,9591,8387,9435,12887,8200,31000,20920,30710,20832,14866,11519,20515,19699,20849,37889,11728,9007,0,4264,11203,21267,19304,30121,26472,9659,24361,20956,30488,33419,36968,20857,12879,28013,8221,6688,24111,25457,32520,15179,18359,6358,21480,17749,20685,7056,8239,8606,21231,22741,20458,18113,21182,21427,20545
77,20033,8668,9962,13737,13935,11604,13086,12026,27188,8605,11605,8517,8672,11356,9601,17824,12228,4912,7192,7687,7603,5412,5566,5684,2172,6160,17930,14855,25623,20211,20069,20319,19625,16989,20088,8045,24053,18578,17756,19677,29406,20013,24127,20890,19425,24852,16815,19168,27334,29726,19644,8529,25861,25263,16496,11988,10995,6338,12647,9367,9982,8668,12120,11089,33890,23809,33599,23721,14099,10752,19748,18931,20081,40778,14618,11896,4264,0,10435,20499,16126,29353,29361,6127,27250,20189,29721,32652,39857,20089,9347,30902,5809,5896,26999,24690,31753,13223,17591,4004,17948,16981,19916,4703,11128,11494,20463,21717,19691,17345,20414,20659,19776
78,10829,18900,20195,13231,13428,12059,12579,11518,28253,13987,4388,2317,2399,6756,9609,28056,4353,12570,7483,13217,7893,10395,7933,8863,12504,11232,8726,5651,16500,11006,10863,11115,10420,16482,10883,7430,14848,9373,8552,10555,20202,10808,14922,11686,10221,15648,7611,9963,18130,20521,10521,4546,16657,16059,7292,5907,4684,5557,7114,3358,3973,3310,2915,4110,24767,14687,24476,14599,4894,1548,10544,9727,10876,31656,5495,6161,11842,10333,0,11295,15620,20149,20239,9717,18128,10984,20516,23447,30735,10884,19580,21780,8042,5452,17877,15484,22549,10370,8386,7534,28181,7777,10712,7457,4816,6250,11258,12769,10486,8141,11209,11454,10572
79,2405,28964,30259,23295,23493,22123,22643,21583,41143,24053,13455,12381,12463,15823,19673,38121,13420,22634,17548,23281,17957,20460,17997,18928,22569,21296,4226,6586,8531,2649,2507,2205,1510,26546,635,18146,5938,2247,3388,9073,9735,1757,6012,2182,1864,4912,5783,2989,7663,11611,8556,14610,5921,7148,5284,16623,15400,15621,15906,14074,14689,13374,11255,14826,20512,4231,16507,5152,9949,9748,2186,1873,2520,20853,13459,17225,21906,20398,11295,0,25684,11239,17264,19781,18497,1091,11606,14538,19932,2528,29644,13811,18106,15516,6960,6575,13639,18924,6379,17599,38245,3623,1458,17521,15531,16812,790,8804,1576,3728,2852,898,1662
80,25227,13060,14354,2384,2192,9783,3690,4165,14533,13124,11349,13710,13864,9757,8485,10937,11314,20689,15603,21336,16012,14393,14547,16983,18442,19351,23123,20049,31897,22194,22375,25511,24817,3298,25280,15968,29245,23770,22948,25951,34599,25206,25200,26083,24619,30045,19112,24360,32526,34918,25918,10653,31053,30455,21689,17109,15886,10578,18829,14560,15175,13860,13196,15312,40165,30085,39874,28140,14636,15945,22551,24124,22297,45986,20892,17700,19961,16272,15628,25692,0,34545,35637,11085,33524,25381,34913,37845,45064,25282,13738,37178,11636,12087,33274,29882,36945,8079,18480,12277,11062,22174,25110,12201,16017,17298,25656,16573,24883,22537,21884,25852,24969
81,9896,37872,39167,32202,32400,31029,31550,30490,49828,32959,22362,21288,21370,24730,28580,47028,22327,31540,26454,32189,26865,29367,26905,27835,31476,30204,11312,15492,15023,11334,11192,9848,9781,35454,10658,27053,5354,10932,12295,15565,5503,10584,9101,9251,10550,9786,14690,10075,3961,1131,15048,23517,3381,5925,14191,25529,24307,24527,22399,22980,23597,22282,20163,23733,27004,10723,24279,11645,18856,18655,10871,10558,11204,18457,19952,26132,30814,29305,20202,11292,34592,0,23756,28688,24989,10759,1126,4058,18325,11212,38551,21583,27013,24423,10705,5096,2568,27610,15286,26505,47152,12530,9831,26429,24439,25720,10916,17489,9768,12635,11538,11229,9689
82,17301,38909,40204,33239,33437,32068,32588,31527,48262,33996,24397,22325,22407,26764,29617,48065,24362,25091,24727,24844,25138,27170,27551,24329,28777,24168,18430,21781,8734,18951,18809,18507,17812,36491,16937,21657,21794,18550,19913,15966,20406,18060,21997,18484,18167,18080,21644,17479,22118,23869,14871,24555,20376,23003,21145,18698,19462,25565,17229,21326,20221,22245,22924,20032,4529,13034,6513,12945,24902,21557,18489,18176,18822,12499,14781,18248,26574,29525,20239,17264,35629,23838,0,29725,5293,17480,23864,27257,11578,18830,39589,8126,28050,25015,16224,22430,26238,30379,22239,27542,48190,20148,17762,27466,19376,18140,17093,25107,17878,20253,19155,16359,17964
83,19585,4794,6089,8167,8364,6479,7514,6454,19760,4731,10082,8068,8222,7611,4030,13950,10046,10307,9261,12916,9671,6722,6875,9240,7567,10931,17480,14406,26255,19761,19619,19870,19175,11418,19639,8968,23603,18129,17306,20309,28956,19564,24415,20440,18976,24403,16366,18718,26884,29276,20277,6781,25412,24813,16047,11466,10244,4452,13187,8917,9533,8218,11927,9670,34522,24442,34232,22497,13368,10303,19298,18481,19632,40344,15250,12059,9659,6127,9985,20050,10556,28904,29994,0,27882,19739,29271,32203,39423,19640,5473,31535,3969,5961,27632,24240,31304,7294,17142,4606,14075,16531,19467,4530,10375,11656,20013,15788,19241,16895,19964,20210,19327
84,18533,36797,38093,31128,31326,29955,30476,29415,46150,31885,22286,20214,20296,24653,27505,45953,22250,22978,22616,22733,23025,25059,25440,22218,26666,22057,17726,20549,9967,20185,20043,19741,19046,34380,18171,19546,23027,19783,21147,13855,21640,19293,23231,19718,19400,19313,20939,18712,23351,25103,13823,22442,21609,24237,20440,16586,17351,23453,15117,19215,18109,20134,20812,17921,10593,14267,12577,14179,22791,19444,19723,19409,20056,18563,12670,16137,24461,27414,18128,18497,33516,25072,6065,27614,0,18713,25098,28490,17642,20064,37476,11999,25938,22903,17456,23664,27471,28267,21535,25431,46077,21380,18995,25354,17264,16027,18326,26340,19112,21486,20388,17593,19198
85,2345,28654,29949,22984,23183,21812,22333,21273,40611,23742,13145,12071,12153,15512,19362,37810,13110,22323,17237,22970,17647,20150,17687,18618,22259,20985,4166,6275,9103,2117,1973,1672,977,26237,899,17835,5405,1714,3078,9644,10759,1224,5479,2243,1331,5483,5472,2928,8687,11079,9127,14299,6492,6616,4973,16312,15090,15310,17867,13763,14379,13065,10944,14515,21084,4802,17079,5724,9639,9437,1654,1340,1986,21425,14032,16914,21597,20088,10984,1091,25373,10706,17835,19470,19069,0,11074,14004,20503,1994,29333,14382,17795,15206,7532,6042,13106,18392,6069,17288,37934,3312,926,17211,15221,16501,1274,8272,1044,3417,2319,1470,1129
86,10447,38476,39771,32807,33005,31635,32156,31095,50433,33564,22967,21893,21975,25335,29185,47633,22932,32146,27060,32793,27469,29972,27509,28440,32081,30808,11863,16098,15574,11939,11796,10452,10385,36059,11263,27658,5959,11537,12900,16116,4498,11188,9705,9856,11154,10336,15295,10626,4513,6,15599,24122,3932,6531,14796,26135,24912,25133,22950,23586,24202,22887,20767,24338,27555,11274,24829,12196,19461,19260,11476,11163,11809,17412,20502,26737,31418,29910,20807,11896,35196,1670,24307,29293,25540,11364,0,3514,17279,11817,39156,22133,27618,25028,11256,5701,4070,28215,15891,27111,47757,13135,10436,27033,25043,26324,11521,18095,10373,13240,12142,8948,10293
87,13098,41073,42368,35403,35602,34231,34752,33692,53029,36161,25564,24489,24572,27931,31781,50230,25528,34742,29656,35390,30067,32569,30107,31036,34678,33405,14513,18694,18225,14536,14393,13050,12982,38656,13859,30255,8556,14134,15496,18766,7188,13785,12302,12452,13751,12987,17891,13276,7163,3670,18249,26719,6583,9127,17392,28731,27508,27729,25601,26182,26798,25483,23364,26934,30206,13924,27480,14846,22058,21856,14073,13759,14405,20101,23154,29333,34015,32506,23403,14493,37793,4266,26957,31889,28191,13960,3665,0,19968,14413,41752,24784,30215,27625,13621,8297,6666,30811,18487,29707,50353,15731,13033,29631,27641,28921,14118,20691,12969,15836,14739,14430,12890
88,20902,48533,49828,42864,43061,41692,42212,41152,60489,43621,33024,31950,32032,35391,39242,57690,32989,38334,35216,38981,35626,37658,38040,34817,41606,36996,22318,26154,15899,21995,21853,20104,20036,46116,19980,32145,23070,21594,22957,20882,12812,21104,23274,20007,21211,16923,25531,21081,14457,17430,20365,34179,21424,24279,25032,29186,29951,35190,27717,31814,30709,32733,30824,30520,11449,17290,6994,18211,29518,29316,21532,21220,21866,921,25270,28737,37607,40558,30728,20308,45253,18406,11622,39350,16914,20523,17425,19999,0,21874,49213,10000,37675,35086,15794,23706,20806,38271,26128,37167,57814,23191,19736,37091,29864,28628,19178,28151,20023,23297,22199,19403,19944
89,4810,29225,30519,20117,20315,22342,19465,18405,38906,24312,13716,12642,12724,16083,20489,31544,12149,22894,17808,23541,18218,20721,18258,19188,22829,21557,6978,6845,10478,412,270,1861,1812,23369,2275,18406,6156,1996,3649,11020,11508,2201,4847,2992,1046,6860,4639,5531,9436,11828,10503,14870,8740,7365,4140,16883,15661,15881,18438,14334,14949,13635,11515,15087,22460,6179,18455,7101,8963,10007,723,1622,283,22801,16820,17485,22167,20659,11556,2909,22506,11456,19212,20042,20445,2376,11823,14755,21880,0,29904,15759,18366,15777,8908,6792,13856,16688,5235,17859,31669,3882,2105,17782,15792,17073,2651,6568,1878,3328,616,2846,1964
90,24436,717,616,13758,13956,5104,13107,12047,18888,1367,18120,12920,13075,15094,6069,9525,18084,13527,13455,16137,13865,10588,10741,12460,10787,14152,22333,19258,31108,24614,24471,24722,24027,13368,24490,13820,28455,22980,22159,25162,33809,24415,28436,25293,23828,29255,21218,23571,31737,34129,25129,15990,30264,29666,20899,16319,15096,9305,18040,13770,14385,13071,19965,14521,39374,29294,39084,27349,21406,15155,24151,23334,24483,45196,20103,16910,12879,9347,14838,24902,16147,33756,34846,5473,32735,24592,34124,37054,44275,24491,0,36387,8863,10813,32484,29092,36156,11315,21993,9620,9649,21384,24319,9544,15228,16508,24866,19808,24094,21748,24817,25062,24179
91,13870,40472,41767,34803,35001,33631,34151,33091,49825,35560,25961,23889,23971,28328,31181,49629,25925,26665,26291,26419,26701,28734,29116,25892,30352,25720,14977,18328,5281,15498,15356,15055,14359,38032,13483,23198,18340,15097,16460,11935,17046,14607,18545,15032,14714,13700,18191,14025,18229,20416,11418,26096,16922,19551,17692,20239,21003,27107,18770,22867,21762,23786,24465,21574,9823,9581,3005,9492,22633,23098,15036,14723,15369,10921,16322,19789,28660,31612,21780,13811,37170,20384,6779,31266,11999,14026,20411,23803,10000,15377,41130,0,29592,26557,12571,18977,22784,31920,18786,29084,49731,16694,14308,29007,20917,19681,13640,21654,14425,16800,15702,12906,14511
92,18550,6010,7305,7929,8127,6242,7277,6217,19522,5946,7919,7034,7188,5421,3792,15167,8411,11307,8226,11955,8636,5687,5840,7602,8070,9969,16446,13371,25220,18726,18584,18835,18140,11181,18604,7933,22569,17094,16272,19274,27921,18528,22643,19406,17941,23368,15331,17683,25849,28242,19242,5799,24377,23778,15012,10431,9209,3418,12153,7882,8498,7184,10293,8635,33487,23407,33197,21462,11733,9268,18264,17447,18597,39309,14215,11024,10581,6630,8950,19015,10318,27869,28959,1676,26848,18705,28237,31168,38388,18605,6690,30500,0,4926,26597,23205,30269,7405,16107,3571,15291,15497,18432,3494,9341,10622,18978,15898,18206,15861,18929,19175,18292
93,15145,10075,11369,9638,9836,7951,8986,7925,21231,9880,6716,3628,3782,6467,5501,19231,7338,8081,2994,8728,3404,5907,3487,4374,8060,6743,13041,9966,21277,15321,15179,15429,14735,12890,15198,3359,19163,13689,12866,15330,24516,15124,19238,16000,14537,19963,11926,14278,22444,24836,15298,3639,20971,20373,11607,6522,5298,1449,8301,4389,4400,3778,7231,4537,29543,19463,29253,19375,9209,5863,14858,14042,15192,35904,10271,7113,7353,5888,5546,15610,12027,24464,25015,5610,22904,15299,24831,27763,34982,15200,10754,26557,3934,0,22654,19800,26864,9522,12702,3426,19355,12092,15027,3350,5430,6711,15574,17084,14801,12455,15524,15770,14887
94,5109,32740,34034,27071,27268,25898,26418,25358,44696,27827,17231,16157,16238,19598,23448,41896,17195,26561,21323,27208,21733,24235,21773,23043,26344,25223,6525,10360,8568,6202,6060,4310,4243,30322,4187,20371,7276,5800,7164,9110,7126,5310,7480,4214,5417,1130,9738,5287,5658,9124,8593,18385,5631,8485,9239,17412,18178,19396,15943,17849,18464,17150,15030,18747,20550,4268,15623,5189,13725,13522,5739,5426,6073,17071,13496,16963,25833,24173,15070,4515,29459,9093,17301,23557,18534,4730,9119,12511,16150,6081,33419,12926,21881,19292,0,7912,11492,22477,10333,21373,42020,7397,3942,21297,18091,16854,3384,12357,4230,7503,6405,3610,4151
95,8501,33155,34449,27484,27683,26313,26833,25773,45111,28242,17646,16571,16653,20012,23863,42311,17610,26824,21738,27471,22148,24650,22188,23118,26759,25486,9986,10775,13697,6617,6474,5131,5064,30737,5940,22336,637,6215,7578,14239,6101,5866,4383,4535,5832,8687,9973,8749,4029,5415,13722,18800,3331,1208,9474,20813,19590,19811,22367,18264,18879,17565,15445,19015,25679,9397,23180,10319,14139,13937,6154,5841,6487,18523,18626,21414,26097,24588,15484,6575,29874,5043,22430,23970,23664,6042,5410,8341,23707,6495,33834,20484,22296,19707,11261,0,7442,22892,10569,21788,42435,7812,5115,21712,19722,21002,6199,12772,5051,7918,6820,6512,4971
96,12296,40272,41566,34602,34800,33429,33950,32890,52228,35359,24762,23688,23770,27130,30979,49428,24727,33940,28854,34589,29265,31767,29305,30235,33876,32604,13712,17892,17423,13734,13592,12248,12181,37854,13058,29453,7754,13332,14695,17964,7903,12983,11500,11651,12949,12186,17090,12474,6361,3531,17447,25917,5781,8325,16591,27929,26707,26927,24799,25380,25996,24682,22563,26133,29404,13123,26679,14045,21256,21055,13271,12957,13604,20857,22352,28531,33214,31705,22602,13692,36991,2568,26156,31088,27389,13159,3526,6457,20725,13612,40950,23982,29413,26823,13105,7495,0,30009,17686,28905,49551,14929,12231,28829,26839,28120,13316,19889,12168,15035,13937,13629,12089
97,18944,12702,13996,5696,5893,7920,5044,3983,20718,12766,6613,9544,9698,5280,6068,17123,6578,16522,11436,17170,11846,11511,11665,12817,15562,15185,16840,13766,26613,16382,16563,18033,17827,8947,18290,11802,22255,17487,16666,20666,27609,18215,19388,19093,17061,23762,13530,18078,25536,27928,20634,6486,24771,23465,13763,12942,11720,7896,14663,10393,11008,9694,8458,11146,34879,22522,34589,21857,9899,9663,16738,17841,16485,39704,15607,13534,15795,13390,10342,18924,8085,27555,30351,8208,28240,18391,27923,30854,38782,17264,13380,31892,8759,9405,25253,22891,29955,0,12669,9395,17247,15891,18119,9319,11851,13132,18665,10760,17893,16255,16073,18861,17978
98,5913,26057,27351,16098,16296,18322,15445,14385,31120,21144,9187,9472,9555,9870,16765,27525,8695,19725,14639,20373,15050,17552,15090,16019,19661,18388,3810,3677,13506,4929,5110,6199,5503,19349,5967,15238,9932,4457,3636,10778,15285,5892,10006,6770,5305,10732,861,5047,13213,15606,10745,11702,11741,11142,1096,13715,12491,12713,15269,11165,11781,10466,8347,11917,25487,9492,21482,8826,5510,6839,5285,4811,5032,26673,13651,14316,18998,17489,8386,6379,18486,15233,22239,16872,21535,6069,15601,18531,25752,5968,26736,18786,15198,12609,12222,10569,17633,12669,0,14690,27649,2861,5796,14614,12624,13904,6342,4382,5570,2867,4653,6539,5656
99,16733,7898,9193,9817,10015,8131,9166,8106,21411,7835,8304,5217,5371,8056,5681,17055,8927,7732,4651,8380,5061,2112,2265,4027,6161,6394,14630,11555,23404,16910,16768,17018,16324,13070,16787,5603,20752,15277,14455,17458,26106,16713,20827,17590,16126,21552,13514,15867,24033,26425,17425,5228,22561,21962,13196,8616,7392,3038,11667,6067,6682,5367,8819,6818,31672,21591,31380,19646,10798,7451,16447,15631,16780,37492,12399,9207,7005,3990,7135,17199,12206,26052,27143,3564,25031,16888,26420,29351,36571,16788,8578,28684,1888,2596,24781,21389,28452,9293,14290,0,17179,13681,16616,723,7525,8805,17163,17787,16390,14045,17114,17358,16475
100,33037,9318,10264,13200,13006,11103,13168,13327,13184,9968,20512,21521,21676,18919,12436,125,20476,22129,22057,24738,22466,19189,19342,21062,19388,22753,30934,27859,39709,31357,31537,33323,32629,9330,33092,22421,37056,31582,30760,33763,42410,33016,34362,33894,32429,37856,28274,32172,40338,42730,33730,19816,38865,38267,29500,24920,23697,17906,26641,22371,22986,21672,22358,23123,47975,37895,47685,35950,23799,23756,31713,31935,31459,53797,28704,25511,21480,17948,23439,33503,11062,42357,43447,14075,41336,33193,42725,45656,52876,33093,9649,44988,17464,19414,41086,37693,44757,17241,27644,18221,0,29985,32920,18145,23829,25110,33467,25735,32695,30349,31047,33663,32780
101,2947,25446,26741,19777,19975,18605,19125,18065,34799,20534,9937,8863,8945,12305,16155,34603,9902,19116,14030,19763,14439,16942,14479,15410,19051,17778,3200,3068,11414,3333,3191,3442,2747,23029,3211,14628,7176,1701,879,10168,12529,3136,7250,4014,2549,7796,2265,3500,10456,12849,10136,11092,8805,8385,1766,13105,11882,12103,14660,10556,11171,9856,7737,11308,23395,7114,19390,8217,6431,6230,2871,2055,3204,23737,13042,13707,18388,16880,7777,3623,22166,12476,20148,16263,20925,3312,12844,15775,22816,3212,26126,16694,14588,11998,9844,7812,14876,15919,2861,14081,34727,0,3040,14003,12013,13294,3586,7243,2813,468,3537,3782,2899
102,3385,28382,29677,22712,22910,21540,22061,21000,40338,23469,12873,11798,11880,15240,19091,37538,12837,22051,16964,22699,17375,19877,17415,18345,21986,20714,5317,6002,9029,1844,1702,744,293,25964,825,17564,4477,1442,2805,9571,9831,951,4553,1315,1060,4717,5200,4080,7759,10151,9054,14027,5726,5688,4702,16041,14817,15039,17595,13490,14107,12792,10673,14243,21010,4729,17004,5650,9366,9165,1381,1068,1715,20658,13957,16642,21324,19815,10712,1458,25102,9778,17762,19198,18995,926,10146,13077,19737,1723,29062,14308,17523,14934,7291,5115,12178,18120,5796,17015,37663,3040,0,16939,14949,16230,1200,7999,281,3146,2048,1396,201
103,16814,7975,9270,9893,10092,8207,9242,8182,21487,7911,8385,5298,5452,8137,5757,17131,9008,7813,4732,8461,5143,2193,2346,4108,6243,6475,14711,11636,23485,16991,16849,17100,16405,13146,16868,5684,20833,15358,14537,17540,26187,16794,20908,17671,16207,21633,13596,15948,24115,26506,17506,5309,22642,22043,13277,8697,7473,3119,11748,6148,6763,5448,8900,6899,31753,21672,31461,19727,10879,7533,16528,15712,16861,37573,12480,9288,7087,4072,7216,17280,12283,26134,27224,3640,25113,16969,26501,29432,36653,16870,8654,28765,1965,2677,24862,21470,28533,9369,14372,77,17255,13762,16697,0,7606,8886,17244,17863,16471,14126,17195,17439,16558
104,15067,19290,20585,13621,13818,12448,12968,11908,28643,14378,8178,3550,3704,8830,9998,28446,8591,10228,5142,10876,5552,8055,8436,6050,12894,8890,12962,9888,15995,15243,15101,15351,14657,16872,15120,3356,19085,13611,12788,10050,22142,15046,19160,15922,14458,19229,11848,14200,22366,24758,10017,5065,20893,20295,11529,1137,133,5946,2857,1751,890,3003,7153,702,24263,14183,23972,14095,9131,5785,14780,13963,15114,31151,4990,1728,9501,10724,4816,15531,16009,24386,19735,10107,17623,15221,24753,27685,30230,15122,19969,21276,8431,5430,17372,19722,26785,11885,12624,7924,28571,12013,14949,7847,0,1326,15495,17005,14723,12377,15446,15692,14809
105,16347,20571,21865,14901,15099,13729,14249,13189,29923,15659,9458,4830,4984,10111,11279,29727,9871,10029,6422,10677,6832,9335,9717,6467,13300,8691,14243,11169,14759,16523,16381,16632,15937,18153,16400,3735,20365,14890,14069,8813,20905,16326,20440,17203,15739,17992,13129,15480,22029,23782,8781,6345,20288,21576,12809,648,1413,7227,1621,3032,2171,4284,8433,1982,23026,12946,22736,12858,10411,7066,16061,15244,16394,29914,3754,491,9302,12004,6250,16812,17290,25666,18498,11387,16386,16501,23777,28965,28993,16402,21250,20039,9712,6711,16136,21002,28066,13166,13904,9205,29851,13294,16230,9128,1326,0,17005,18286,16003,13658,16727,16272,16090
106,2717,28928,30223,23258,23456,22087,22607,21547,40884,24015,13419,12345,12426,15786,19637,38085,13383,22598,17511,23245,17921,20423,17961,18891,22532,21260,4649,6549,8360,2390,2248,1945,1251,26510,375,18110,5563,1988,3351,8901,8982,1498,5766,1446,1606,4159,5747,3411,6910,8662,8384,14574,5168,6772,5248,16587,15363,15585,15736,14038,14653,13338,11219,14789,20341,4060,16336,4981,9912,9711,1927,1615,2261,20100,13289,17188,21870,20361,11258,790,25648,10863,17093,19745,18326,918,8657,14162,19179,2269,29608,13640,18070,15480,6733,6199,13263,18666,6342,17562,38209,3586,1200,17485,15495,16776,0,8546,1317,3692,2594,728,1403
107,10705,21195,22489,14189,14387,16414,13538,12477,29212,21260,9166,13544,13625,8921,14562,25617,8082,23796,18710,24443,19120,21622,19160,20090,23731,22458,7880,7747,16373,6262,6442,7913,7707,17441,8170,19308,12135,7891,9254,14848,17488,8095,9268,8972,6940,12755,4932,9118,15416,17808,14816,12386,13764,13345,5166,17785,16562,16783,19340,15236,15851,14537,9601,15987,28355,12074,24350,12994,7549,10909,6618,7517,6365,28696,17721,18386,23069,21560,12456,8804,16579,17435,25107,16702,26340,8271,17803,20734,27775,7144,21874,21654,17253,16679,14803,12772,19835,10760,4071,17889,25741,6931,7998,17813,16694,17974,8546,0,7773,6938,5952,8741,7858
108,3502,28156,29450,22486,22684,21314,21834,20774,40112,23243,12647,11573,11655,15013,18864,37312,12612,21825,16739,22472,17149,19652,17189,18119,21760,20487,5909,5776,9146,1618,1475,681,65,25738,942,17337,4414,1216,2580,9687,9767,867,4488,1252,833,5005,4974,4197,7695,10088,9170,13801,6998,5624,4475,15814,14591,14812,17369,13265,13880,12566,10446,14016,21127,4845,17122,5767,9141,8938,1156,842,1488,20946,14075,16416,21098,19590,10486,1576,24875,9715,17878,18972,19112,1044,10083,13013,20025,1496,28835,14425,17297,14708,7580,5051,12115,17893,5570,16789,37436,2813,281,16713,14723,16003,1317,7773,0,2919,1821,1514,138
109,3054,25811,27106,20141,20339,18968,19489,18429,35163,20898,10301,9227,9309,12669,16518,34966,10266,19479,14393,20128,14803,17306,14843,15774,19415,18142,3564,3431,11519,3023,3297,3548,2853,23393,3316,14992,7281,1806,984,10533,12635,3242,7356,4119,2655,7901,2272,3180,10563,12954,10499,11455,8910,8491,1773,13468,12246,12466,15023,10919,11536,10221,8101,11672,23501,7220,19496,8581,6795,6594,2976,2160,3126,23842,13405,14071,18753,17244,8141,3728,22529,12582,20253,16627,21486,3417,12949,15880,22921,3318,26489,16800,14951,12362,9949,7918,14981,16283,2867,14444,35091,438,3146,14367,12377,13658,3692,7250,2919,0,2746,3888,3005
