Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
30,4408,28533,29828,19992,20190,21692,19340,18280,38782,23621,13024,11950,12032,15391,19242,37690,12988,22203,17117,22850,17526,20028,17567,18496,22138,20865,6287,6154,10076,288,0,1592,1409,23244,1872,17715,5837,1594,2956,10618,11191,1798,4577,2675,643,6457,4514,5128,9119,11510,10101,14179,7466,7048,4015,16192,14968,15190,17747,13643,14258,12943,10824,14394,22058,5776,18075,6698,9518,9316,321,1220,158,22399,16128,16793,21475,19966,10863,2507,22381,11139,18809,19350,20043,1973,11505,14437,21477,702,29213,15356,17675,15086,8505,6474,13538,16564,5110,17167,37814,3191,1702,17091,15101,16381,2248,6443,1475,3297,490,2444,1562
31,4126,28779,30074,23109,23307,21936,22457,21397,40252,23866,13269,12195,12277,15637,19486,37934,13234,22447,17361,23096,17771,20274,17811,18742,22383,21110,6532,6399,9768,1758,1592,0,687,26361,1565,17960,4294,1839,3202,10310,9648,1489,4369,1132,1320,4885,5597,4820,7576,9967,9793,14424,6879,5504,5098,16436,15214,15434,17991,13887,14503,13189,11069,14640,21750,5468,17767,6389,9763,9562,1296,1464,1629,20826,14697,17039,21721,20212,11109,2199,25497,9595,18501,19595,19735,1666,9962,12893,19905,1637,29457,15049,17920,15330,7459,4931,11994,18033,6193,17412,38058,3436,738,17336,15346,16627,1342,7913,675,3542,1961,2136,596
32,3436,28090,29384,22420,22618,21248,21768,20708,40045,23177,12581,11506,11589,14947,18798,37246,12546,21759,16673,22406,17083,19586,17123,18053,21694,20421,5843,5710,9080,1552,1409,693,0,25672,876,17271,4426,1150,2514,9621,9780,801,4501,1264,767,5018,4908,4131,7708,10100,9104,13735,7011,5637,4409,15748,14524,14746,17303,13199,13814,12499,10380,13950,21061,4779,17079,5701,9075,8872,1090,776,1422,20958,14008,16350,21031,19523,10420,1510,24809,9727,17812,18906,19046,977,10095,13026,20037,1430,28769,14359,17231,14642,7508,5064,12127,17827,5503,16724,37370,2747,293,16647,14657,15937,1251,7707,65,2853,1755,1447,151
33,26058,11531,13983,5435,5243,7107,4836,4995,12801,10353,12181,14541,14696,10588,8233,9206,12145,21519,16433,22168,16843,15224,15377,17814,20149,20182,23953,20879,32728,23025,23206,26343,25648,0,26112,16799,30077,24602,23780,26782,35429,26036,26030,26914,25449,30876,19942,25191,33357,35750,26750,11484,31885,31286,22519,17939,16717,11409,19660,15390,16006,14692,14026,16143,40995,30915,40727,28970,15467,16776,23381,24955,23128,46817,21723,18531,20793,17103,16458,26523,3298,35377,36467,11915,34356,26213,35745,38676,45896,26113,13368,38008,12466,12917,34105,30713,37777,8909,19312,13108,9330,23005,25940,13032,16848,18129,26486,17403,25714,23369,22716,26683,25800
34,2561,28553,29848,22883,23082,21711,22232,21172,40509,23641,13044,11969,12052,15411,19261,37709,13008,22222,17136,22870,17546,20049,17586,18516,22158,20884,4492,6174,8204,2016,1872,1571,876,26136,0,17735,5304,1614,2976,8746,9408,1123,5378,1767,1230,4586,5371,3256,7336,10977,8229,14199,5595,6515,4872,16211,14988,15209,15580,13662,14278,12963,10843,14414,20186,3904,16203,4825,9538,9336,1553,1239,1885,20526,13133,16813,21495,19986,10883,635,25272,10605,16937,19369,18171,544,10972,13903,19606,1893,29232,13483,17694,15105,6634,5940,13004,18291,5967,17187,37833,3211,825,17110,15120,16400,375,8171,942,3316,2218,572,1028
35,17681,13082,14376,13587,13784,10957,12934,11874,24238,12887,9045,6164,6318,8796,8507,22237,9667,6529,3072,7176,3481,5983,6366,2966,9800,5191,15577,12502,17917,17857,17715,17966,17271,16838,17735,0,21700,16225,15402,11971,24065,17660,21774,18536,17073,21151,14462,16814,24980,27372,11939,5967,23446,22909,14143,4446,3224,4455,4942,4365,3504,5618,9767,3316,26185,16105,25916,16016,11745,8399,17394,16578,17728,33074,6912,4087,5801,8753,7430,18146,15975,27000,21657,8616,19546,17835,27367,30299,32152,17736,13760,23198,6940,3359,19294,22336,29400,11851,15238,6433,22361,14628,17564,6356,3356,3685,18110,19620,17337,14992,18061,18306,17423
36,7864,32518,33813,26848,27046,25676,26197,25137,44474,27606,17008,15934,16016,19376,23226,41674,16973,26187,21101,26834,21510,24013,21551,22481,26123,24849,9349,10139,13061,5980,5837,4493,4426,30101,5304,21700,0,5578,6941,13603,5463,5229,3747,3975,5195,8051,9336,8112,3391,5674,13086,18163,2695,1211,8837,20176,18953,19174,21731,17627,18243,16928,14808,18379,25042,8761,22543,9682,13502,13301,5518,5204,5850,17887,17989,20778,25460,23951,14848,5938,29237,5301,21794,23334,23027,5405,5669,8600,23071,5858,33197,19847,21659,19070,10625,637,7701,22256,9932,21152,41798,7176,4477,21075,19085,20365,5563,12136,4414,7281,6183,5875,4334
37,2917,27043,28338,21373,21572,20201,20722,19662,36396,22131,11534,10459,10542,13901,17751,36199,11498,20712,15626,21360,16036,18539,16076,17006,20648,19374,4796,4664,9816,1736,1594,1845,1150,24626,1614,16225,5578,0,1466,11765,10931,1539,5653,2415,951,6198,3861,3501,8859,11251,9841,12689,7207,6788,3362,14701,13478,13699,16256,12152,12768,11453,9333,12904,21798,5517,17815,6438,8028,7826,1273,456,1607,22140,14638,15303,19985,18476,9373,2247,23762,10879,18550,17859,19783,1714,11246,14178,21218,1615,27722,15097,16185,13595,8246,6215,13279,17515,4457,15677,36323,1701,1442,15601,13611,14890,1988,7891,1216,1806,1939,2185,1302
38,2781,26221,27515,20552,20750,19379,19899,18839,35574,21309,10712,9638,9720,13079,16929,35377,10677,19890,14804,20537,15214,17717,15254,16185,19825,18553,3974,3842,11180,3100,2956,3208,2514,23803,2976,15402,6941,1466,0,10942,12295,2901,7016,3779,2314,7562,3040,2907,10223,12615,10910,11866,8571,8152,2541,13879,12657,12877,15434,11330,11945,10631,8511,12083,23162,6880,19179,7801,7206,7004,2637,1820,2969,23502,13816,14481,19163,17655,8552,3388,22940,12242,19913,17038,21147,3078,12610,15541,22582,2977,26900,16460,15362,12773,9610,7578,14642,16694,3636,14855,35501,879,2805,14778,12788,14069,3351,9255,2580,984,3302,3548,2665
39,8380,29224,30518,23555,23752,22382,22902,21842,38576,24311,14712,12641,12722,17080,19932,38380,14677,18161,15043,18808,15452,17484,17867,14644,21432,16823,6662,7102,6196,10301,10158,9856,9162,26806,8286,11971,13143,9899,10636,0,12342,9408,13347,9833,9515,9428,10002,7513,13466,15218,217,14869,11725,14353,9376,9012,9778,15880,7544,11641,10536,12560,13239,10347,18178,4382,14195,4294,11406,11871,9838,9525,10171,21351,5097,8564,17433,20385,10555,8613,25943,15187,14929,20040,13855,8829,15213,18606,20430,10179,29903,11475,18365,15330,7573,13779,17587,20694,10471,17857,38504,9861,9111,17781,9691,8454,8442,14853,9228,10225,10503,7709,9313
40,10330,37871,39166,32202,32399,31029,31549,30489,49827,32958,22362,21288,21370,24729,28580,47027,22327,30253,26454,30900,26864,29366,26904,26736,31475,28915,11746,15491,11673,11333,11191,9847,9780,35453,10658,24064,5463,10931,12295,12802,0,10583,9100,9329,10549,7892,14690,10508,2167,4650,12285,23516,3814,6674,14191,21105,21870,24527,19636,22980,23596,22281,20162,22439,23655,7960,19736,8881,18856,18654,10870,10558,11204,12944,17189,20656,29525,29305,20202,9735,34591,5634,20406,28688,21640,10759,4645,7219,12812,11212,38550,17040,27012,24423,6464,6101,8034,27609,15285,26504,47152,12529,9831,26428,21783,20547,8982,17488,9767,12635,11537,8831,9688
41,3689,28457,29752,22788,22986,21616,22136,21076,40414,23545,12948,11874,11956,15316,19166,37614,12913,22127,17041,22774,17450,19953,17490,18421,22062,20789,6211,6079,9331,1919,1777,1475,780,26040,1128,17639,5209,1518,2881,9873,10562,0,5283,2047,1135,5713,5276,4383,8489,10882,9356,14103,6722,6418,4777,16116,14893,15114,17671,13567,14182,12867,10748,14319,21313,5032,17330,5953,9442,9241,1457,1144,1790,21654,14260,16718,21399,19891,10788,1762,25177,10509,18065,19274,19298,1229,10877,13808,20733,1798,29137,14612,17599,15009,7761,5845,12909,18195,5872,17092,37738,3116,957,17014,15024,16305,1503,8076,846,3221,2123,1700,932
42,7939,29824,31119,22818,23016,25043,22167,21107,41609,29889,17084,16008,16091,19450,23191,34246,17048,26262,21175,26909,21586,24088,21626,22556,26197,24924,10346,10213,13265,6055,4577,4569,4501,26071,5378,21774,3575,5653,7016,13806,8928,5304,0,4050,5270,8255,9411,8316,6856,9248,13289,18238,6159,4785,8912,20251,19027,19249,21805,17702,18317,17002,14883,18453,25246,8964,22748,9886,13577,13375,5592,5279,5925,24196,18194,20852,25534,24025,14922,6012,25208,8875,21997,23408,23231,5479,9243,12174,23275,5933,30503,20052,21734,19145,10829,4211,11275,19389,10006,21226,34370,7250,4553,21150,19160,20440,5157,9269,4488,7356,6902,5950,4409
43,4108,29355,30650,23686,23884,22513,23033,21973,41312,24443,13846,12772,12854,16214,20064,38511,13811,23024,17938,23672,18348,20851,18388,19319,22959,21687,6040,6976,9751,2817,2675,1331,1264,26937,1767,18536,3897,2415,3779,10293,9251,2067,3972,0,2033,4988,6174,4803,7179,9571,9776,15000,6482,5108,5675,17013,15791,16011,18569,14464,15080,13765,11646,15217,21733,5451,17750,6372,10340,10139,2355,2042,2688,20929,14680,17616,22297,20789,11686,2182,26075,9198,18484,20172,19718,2243,9566,12496,20008,2696,30034,15030,18496,15907,7563,4535,11598,19093,6770,17989,38636,4014,1315,17912,15922,17203,1446,8972,1252,4119,3021,2119,1172
44,3766,27891,29186,22221,22419,21050,21570,20509,39279,22978,12382,11307,11389,14749,18600,37047,12346,21561,16473,22208,16884,19386,16924,17854,21495,20223,5645,5511,9433,785,643,1320,767,25473,1230,17073,5195,951,2314,9975,10549,1156,5270,2033,0,5815,4710,4485,8476,10868,9458,13537,6824,6405,4211,15550,14326,14548,17104,13000,13616,12301,10182,13752,21415,5134,17432,6056,8875,8674,323,578,656,21756,15485,16151,20833,19324,10221,1864,24611,10495,18167,18707,19400,1331,10863,13795,20835,664,28571,14714,17032,14443,7863,5832,12895,17061,5305,16524,37172,2549,1060,16448,14458,15739,1606,6940,833,2655,988,1802,919
45,6321,35870,37165,30201,30398,29028,29548,28488,45223,30958,18623,19287,19369,20989,26579,45026,18587,24807,21689,25454,22099,24131,24513,21290,28079,23469,7737,11503,6814,7972,7829,6974,6833,33452,5957,18618,9940,7570,8933,7356,5775,7080,10145,6878,7187,0,10950,6499,7110,10130,6839,21515,6636,11150,10451,15659,16424,22526,14190,18288,17182,19207,16422,16993,18796,2515,14584,3435,15116,14914,7509,7196,7842,16031,11743,15210,24080,27032,17201,6284,32590,10098,15548,26687,16781,6500,10125,13516,15111,7850,36549,11887,25011,21976,2665,10577,12497,24248,11546,24504,45151,9168,6782,24427,16337,15101,6049,14128,6899,9273,8175,5379,6984
46,5318,25460,26755,16652,16849,18619,15999,14939,31674,20549,8380,8877,8959,10747,16169,34617,7887,19130,14044,19777,14453,16956,14493,15424,19065,17792,3214,3081,12910,4333,4514,5603,4908,19903,5371,14642,9336,3861,3040,10182,14690,5297,9411,6174,4710,10136,0,4451,12618,15009,10150,11106,11145,10547,499,13119,11896,12117,14674,10570,11185,9870,7751,11322,24892,8896,20909,8230,4703,6244,4689,4215,4436,26077,13056,13721,18402,16894,7791,5783,19041,14637,21644,16277,20939,5472,15004,17935,25156,5373,26140,18191,14602,12012,11626,9973,17037,13530,861,14095,34741,2265,5200,14017,12028,13308,5747,5244,4974,2272,4057,5942,5061
47,867,27633,28927,21963,22161,20791,21311,20251,36985,22720,12124,11050,11132,14490,18341,36789,12089,21302,16216,21949,16626,19129,16666,17596,21237,19964,1238,5253,8746,5270,5128,4826,4131,25215,3256,16814,8112,3501,3364,7256,10508,4378,8316,4803,4485,5685,4451,0,8436,10188,7456,13278,6694,9322,3952,15291,14068,14289,14807,12742,13357,12043,9923,13493,20727,4445,16745,5367,8618,8415,4808,3855,5141,21627,12360,15893,20575,19067,9963,3583,24352,10156,17479,18449,18712,2928,10183,13575,20705,5149,28312,14025,16774,14185,7176,8749,12556,18105,5047,16266,36913,3500,4080,16190,14200,15480,3411,9429,4197,3637,5473,2678,4283
48,8258,35799,37094,30130,30327,28957,29477,28417,47755,30886,20290,19216,19298,22657,26507,44955,20255,29468,24382,30116,24792,27294,24832,25762,29403,28131,9674,13419,13384,9261,9119,7775,7708,33381,8586,24980,3391,8859,10223,13926,2167,8510,7028,7257,8476,6424,12618,8436,0,4075,13409,21444,1742,4602,12119,23457,22234,22455,20760,20908,21523,20209,18090,21660,25366,9085,20917,10005,16784,16582,8798,8485,9132,14590,18313,21780,28741,27233,18130,7663,32518,4044,22118,26616,23351,8687,4070,7462,14457,9140,36478,18221,24940,22351,7799,4029,6443,25536,13213,24432,45079,10456,7759,24356,22366,21671,6910,15416,7695,10563,9464,6759,7616
49,10452,38481,39776,32812,33010,31640,32161,31100,50438,33570,22972,21898,21980,25340,29190,47638,22937,32151,27065,32798,27474,29977,27514,28445,32086,30813,11868,16103,15579,11944,11801,10457,10390,36064,11268,27663,5964,11542,12905,16121,4503,11193,9710,9939,11159,10341,15300,10631,4518,0,15604,24127,3937,6536,14801,26140,24917,25138,22955,23591,24207,22892,20772,24343,27561,11279,24834,12201,19466,19265,11481,11168,11814,17417,20507,26742,31423,29915,20812,11901,35201,1675,24312,29298,25545,11369,6,3519,17284,11822,39161,22138,27623,25033,11261,5706,4075,28220,15896,27116,47762,13140,10441,27038,25048,26329,11527,18100,10378,13245,12147,8953,10298
50,8323,29192,30486,23521,23720,22349,22870,21810,38544,24279,14680,12608,12690,17047,19899,38347,14645,18128,15009,18776,15419,17452,17834,14612,21399,16790,6605,7069,6139,10243,10101,9799,9104,26774,8229,11939,13086,9841,10579,897,12285,9351,13289,9776,9458,9371,9818,7456,13409,15161,0,14837,11668,14295,9319,8980,9745,15847,7510,11609,10502,12528,13207,10315,18120,4325,14138,4237,11374,11839,9781,9467,10114,21294,5064,8531,17401,20353,10521,8556,25910,15130,14871,20007,13823,8771,15156,18549,20373,10122,29870,11418,18333,15298,7515,13722,17529,20661,10413,17825,38471,9804,9054,17749,9658,8421,8384,14796,9170,10168,10446,7651,9256
51,14145,13925,15221,8256,8454,10481,7605,6545,23278,13990,3714,2757,2911,3465,6280,23082,4337,10673,5587,11321,5996,8499,6037,6967,10609,9335,12041,8966,20815,14321,14179,14430,13735,11508,14199,5952,18163,12689,11866,14869,23516,14124,18238,15000,13537,18963,10926,13278,21444,23836,14837,0,19972,19373,10607,6156,4933,2418,7876,3607,4223,2908,4122,4359,29083,19002,28814,17058,6025,4863,13858,13042,14192,34904,9810,6748,9946,8437,4546,14610,10645,23464,24555,6323,22442,14299,23831,26763,33983,14200,14605,26096,4861,3556,22192,18800,25864,6521,11702,4353,23206,11092,14027,4277,5065,6345,14574,12698,13801,11455,14524,14770,13887
52,6516,35103,36397,29432,29631,28261,28781,27721,47058,30190,19594,18518,18601,21960,25811,44259,19558,28772,23685,29419,24096,26598,24136,25066,28707,27434,7931,12723,11643,8565,8422,7079,7011,32685,5595,23446,2695,8163,9526,12185,3814,7814,6331,6482,7780,6405,11921,6694,1742,3494,11668,20748,0,3905,11422,20487,21537,21759,19018,20212,20827,19512,17393,20963,23624,7342,20898,8264,16087,15885,8102,7789,8435,16238,16572,20038,28044,26535,17432,5921,31822,3462,20376,25918,21609,6138,3489,6881,16106,8443,35782,18202,24244,21655,7325,3331,5862,24840,12516,23736,44383,9760,7063,23660,21670,19929,5168,14720,6998,9866,8768,5017,6919
53,9626,34279,35574,28609,28807,27437,27957,26897,45207,29366,18770,17695,17777,21137,24987,43435,18734,27947,22861,28596,23272,25774,23312,24242,27883,26611,11111,11899,14821,7741,7599,6255,6188,31861,7065,23460,1761,7339,8702,15363,7225,6990,6432,5659,6956,9811,11098,9873,5153,6476,14846,19924,4455,0,10599,21937,20714,20935,23491,19388,20003,18689,16570,20140,26803,10521,24304,11443,15263,15062,7278,6965,7612,19648,19750,22538,27221,25712,16609,7699,30998,6104,23555,25095,24788,7166,6471,9403,24831,7620,34958,21608,23420,20831,12385,1759,8503,22988,11693,22912,43559,8936,6239,22836,20846,22127,7323,12868,6175,9043,7944,7637,6096
54,4819,24961,26256,19292,19489,18120,18640,17580,34314,20050,8501,8378,8460,10868,15670,34118,8009,18631,13545,19278,13954,16457,13994,14925,18566,17293,2715,2583,12411,3834,4015,5104,4409,22543,4872,14143,8837,3362,2541,9683,14191,4798,8912,5675,4211,9637,499,3952,12119,14510,9651,10607,10646,10048,0,12620,11397,11618,14175,10071,10686,9371,7252,10823,24393,8397,20410,7732,4824,5745,4190,3716,3937,25579,12557,13222,17903,16395,7292,5284,21681,14138,21145,15778,20440,4973,14505,17436,24657,4874,25641,17692,14103,11513,11127,9474,16538,13763,1096,13596,34242,1766,4702,13518,11529,12809,5248,5477,4475,1773,3558,5444,4562
55,16158,20381,21676,14712,14909,13540,14060,12999,29734,15468,9269,4641,4795,9921,11090,29537,9681,11319,6233,11966,6643,9146,9528,6961,13985,9981,14054,10978,15317,16334,16192,16442,15748,17963,16211,4446,20176,14701,13879,9371,21464,16137,20251,17013,15550,18551,12939,15291,22589,25849,9339,6156,20846,21386,12620,0,1223,7038,2179,2841,1981,4095,8243,1793,23585,13504,23316,13416,10222,6875,15871,15055,16205,30473,4312,1050,10593,11814,5907,16623,17101,25476,19057,11198,16945,16312,25844,28775,29551,16213,21061,20598,9523,6521,16694,20813,27876,12976,13715,9014,29662,13105,16041,8938,1137,648,16587,18097,15814,13468,16538,16830,15900
56,14934,19159,20453,13488,13687,12316,12837,11777,28511,14246,8046,3418,3573,8698,9866,28315,8458,10097,5010,10744,5420,7922,8305,5918,12763,8759,12831,9756,16083,15112,14968,15220,14524,16741,14988,3224,18953,13478,12657,10137,22229,14913,19027,15791,14326,19316,11716,14068,22234,24627,10104,4933,20762,20163,11397,1223,0,5814,2944,1619,758,2872,7021,571,24350,14270,24082,14181,8999,5653,14649,13832,14981,31238,5078,1815,9369,10592,4684,15400,15877,24254,19822,9974,17710,15090,24622,27552,30317,14989,19837,21363,8300,5298,17459,19590,26654,11753,12491,7792,28438,11882,14817,7716,133,1413,15363,16874,14591,12246,15314,15560,14677
57,15132,8626,9920,8189,8387,6502,7538,6477,19783,8432,5465,3616,3770,5485,4053,17782,6088,9237,4151,9884,4561,4094,3989,5531,8144,7899,13029,9953,21803,15309,15167,15417,14723,11441,15186,4516,19151,13676,12854,15857,24504,15111,19225,15988,14523,19950,11913,14266,22432,24824,15824,2389,20959,20361,11595,7014,5791,0,8735,4465,5081,3766,7218,5217,30070,19989,29802,18045,9197,5850,14846,14030,15179,35891,10798,7606,8509,5972,5534,15598,10578,24451,25541,4161,23430,15287,24819,27750,34970,15187,9305,27083,2485,1509,23180,19787,26851,7931,12689,1978,17906,12080,15014,1901,5923,7204,15561,17072,14789,12443,15511,15757,14874
58,15674,22102,23396,16432,16630,15260,15780,14720,31454,17190,11272,6361,6516,11642,12810,31258,11236,11131,8012,11779,8423,10455,10837,7615,14402,9794,13955,12534,13489,17889,17747,17997,17303,19684,15580,4942,20436,16256,15434,7544,19636,16702,21805,17128,17104,16723,14493,14807,20760,22512,7510,7876,19018,21647,14175,2179,2944,8758,0,4563,3702,5815,9798,3514,21757,11677,21488,11588,11777,8430,17426,16610,17759,28645,2484,1370,10404,13356,7114,15906,18821,22480,17229,12918,15117,16123,22507,25899,27724,17767,22781,18770,11243,8301,14866,21074,24880,14697,15269,10736,31382,14660,16404,10659,2857,1621,15736,19652,17369,15023,18092,15002,17454
59,13608,17832,19127,12163,12360,10990,11510,10450,27185,12919,6720,2092,2246,7372,8541,26988,7132,10963,5877,11611,6287,8790,6865,7258,11436,9626,11504,8429,17588,13785,13643,13893,13199,15414,13662,4365,17627,12152,11330,11641,22980,13588,17702,14464,13000,18426,10389,12742,20908,23300,11609,3607,19435,18837,10071,2841,1619,4488,4563,0,908,1546,5694,1045,25854,15774,25587,15686,7673,4326,13322,12505,13655,32743,6582,3433,10236,9265,3358,14074,14552,22927,21326,8649,19215,13763,23295,26226,31821,13663,18511,22867,6973,4384,18963,18264,25327,10427,11165,6465,27113,10556,13490,6389,1751,3032,14038,15548,13265,10919,13988,14233,13350
60,14224,18447,19743,12778,12976,11606,12127,11067,27800,13536,7335,2707,2861,7987,9156,27604,7748,10377,5291,11025,5701,8203,7480,6199,12052,9040,12120,9046,16840,14400,14258,14509,13814,16030,14278,3504,18243,12768,11945,10894,23596,14203,18317,15080,13616,19043,11005,13357,21523,23915,10862,4223,20052,19452,10686,1981,758,5104,3702,908,0,2162,6310,184,25108,15027,24839,14939,8288,4942,13938,13121,14271,31995,5835,2573,9650,9881,3973,14689,15167,23543,20580,9264,18467,14379,23910,26842,31075,14279,19127,22121,7589,4399,18217,18879,25943,11043,11781,7082,27728,11171,14107,7004,890,2171,14653,16163,13880,11536,14604,14849,13966
61,12909,17133,18428,11463,11662,10291,10812,9752,26485,12221,6021,1392,1547,6673,7841,26289,6433,10802,5716,11449,6126,8629,6166,7097,10738,9464,10805,7731,18506,13086,12943,13195,12499,14716,12963,5618,16928,11453,10631,12560,22281,12888,17002,13765,12301,17728,9691,12043,20209,22602,12528,2908,18737,18138,9371,4095,2872,3789,5815,1546,2162,0,4995,2298,26773,16693,26505,16605,6973,3628,12624,11806,12956,33669,7500,4687,10076,8567,3310,13374,13852,22229,22245,7949,20134,13065,22597,25527,32748,12964,17812,23786,6274,3685,19882,17565,24629,9728,10466,5767,26413,9856,12792,5690,3003,4284,13338,14848,12566,10221,13289,13535,12652
62,10641,17892,19187,10768,10966,12993,10117,9057,25791,17957,2496,3853,3934,4863,11141,27048,2461,14106,9020,14753,9429,11931,9469,10399,14041,12768,8538,5462,19036,10817,10675,10926,10231,14020,10695,9618,14660,9185,8363,13090,20012,10620,14734,11497,10033,15459,7422,9774,17940,20333,13058,4114,16468,15869,7104,8095,6871,7093,9650,5546,6161,4846,0,6297,27303,14220,27035,13554,2178,1359,10355,9539,10688,31400,8031,8696,13378,11869,2766,11107,13157,19960,22775,11253,20664,10796,20328,23259,30479,10696,18572,24316,9578,6988,16949,15296,22360,8478,8198,9070,27173,7589,10524,8993,7003,8284,11070,12581,10297,7952,11020,11266,10383
63,14360,18585,19879,12914,13113,11742,12263,11203,27937,13672,7471,2844,2998,8124,9292,27741,7884,10189,5103,10836,5513,8015,7617,6010,12189,8851,12257,9182,16653,14538,14394,14646,13950,16167,14414,3316,18379,12904,12083,10706,23732,14339,18453,15217,13752,19885,11142,13493,21660,24053,10674,4359,20188,19589,10823,1793,571,5240,3514,1045,184,2298,6446,0,24919,14839,24652,14751,8425,5079,14075,13258,14407,31808,5647,2384,9461,10017,4110,14826,15303,23680,20391,9400,18280,14515,24047,26978,30886,14415,19263,21932,7726,4536,18028,19015,26080,11179,11917,7218,27864,11308,14243,7142,702,1982,14789,16300,14016,11672,14740,14985,14103
64,20593,43481,44776,37811,38009,36640,37160,36100,52834,38568,28969,26897,26979,31337,34190,52638,28934,29663,29300,29416,29710,31742,32124,28901,33349,28740,21723,25074,12027,22244,22102,21800,21105,41063,20230,26229,25086,21842,23206,18681,23699,21352,25290,21777,21459,21372,24936,20771,25410,27162,18164,29127,23668,26296,24437,23270,24035,30138,21801,25898,24793,26817,27496,24605,0,16326,6064,16238,29475,26129,21782,21468,22115,12370,19354,22820,31146,34098,24811,20557,40201,27130,4573,34297,9865,20772,27157,30548,11449,22123,44161,7677,32623,29588,19515,25723,29529,34951,25531,32115,52762,23439,21055,32038,23948,22712,20385,28399,21171,23545,22447,19652,21257
65,4267,33357,34652,27687,27885,26514,27035,25975,42710,28444,16569,16773,16855,18936,24065,42513,16533,22293,19175,22941,19586,21618,21999,18777,25565,20955,5683,8990,4300,5918,5776,5474,4779,30939,3904,16105,8761,5517,6880,4842,7960,5027,8964,5451,5134,5047,8896,4445,9085,10836,4325,19002,7342,9970,8397,13146,13910,20012,11677,15774,14669,16693,14368,14480,16282,0,12299,922,13063,12861,5456,5143,5789,18216,9229,12696,21567,24518,14687,4231,30077,10804,13034,24173,14267,4446,10831,14223,17295,5797,34035,9581,22498,19463,3190,9397,13204,22194,9492,21990,42637,7114,4729,21914,13824,12588,4060,12074,4845,7220,6122,3326,4931
66,16567,43169,44463,37499,37697,36327,36847,35787,52521,38257,28658,26586,26668,31024,33877,52325,28622,29361,28987,29115,29397,31429,31812,28589,33048,28416,17673,21023,7976,18195,18053,17750,17056,40729,16180,25894,21036,17793,19156,14632,19742,17303,21241,17728,17410,16396,20886,16722,20924,23113,14138,28814,19642,22269,20410,22957,23723,29825,21488,25587,24480,26505,27184,24292,8210,12299,0,12211,25351,25816,17755,17441,18088,7916,19018,22485,31356,34308,24476,16507,39865,23081,5166,33962,10458,16723,23108,26499,6994,18074,43825,3005,32288,29253,15267,21674,25480,34616,21482,31803,52449,19413,17027,31726,23636,22399,16359,24373,17145,19518,18420,15625,17230
67,5189,31412,32707,25742,25940,24571,25091,24030,40765,26499,15903,14828,14910,18270,22120,40568,15867,22144,19025,22791,19435,21468,21850,18628,25415,20806,5017,8574,4151,6840,6698,6395,5701,28994,4825,15955,9682,6438,7801,4675,8881,5947,9886,6373,6056,5968,8230,5367,10005,11758,4176,17058,8264,10892,7732,12995,13761,18069,11527,15625,14518,15822,13703,14331,16133,922,12150,0,12396,12195,6377,6065,6711,19138,9080,12547,21416,24369,14538,5152,28132,11726,12884,22228,14118,5368,11753,15145,18217,6719,32092,9431,20554,17963,4112,10319,14126,21884,8826,20046,40693,8217,5650,19969,13674,12437,4981,12995,5767,8581,7044,4248,5853
68,9525,19341,20636,12217,12415,14441,11566,10504,27239,19406,3945,5980,6063,6312,12590,28497,3453,16233,11147,16880,11557,14060,11597,12528,16168,14895,7420,4346,17393,8699,9559,9810,9115,15469,9579,11745,13544,8069,7246,11447,18896,9503,13618,10381,8916,14343,4743,8658,16824,19217,11414,6025,15352,14753,4865,10222,8999,9220,11777,7673,8288,6973,2053,8425,29431,13104,25392,12437,0,3347,9239,8421,9572,30284,10159,10824,15505,13997,4894,9990,14606,18844,24902,13380,22791,9680,19212,22143,29363,9580,20020,22673,11705,9116,15833,14180,21244,9926,5551,11198,28622,6472,9407,11121,9131,10411,9953,7861,9181,6836,8422,10150,9267
69,9282,19218,20512,13548,13746,12375,12896,11836,28571,14305,3708,2634,2716,6076,9925,28374,3673,12886,7800,13535,8211,10713,8251,9181,12822,11549,7179,4104,17817,9459,9316,9568,8872,16800,9336,8399,13301,7826,7004,11871,18654,9261,13375,10139,8674,14101,6064,8415,16582,18974,11839,4863,15110,14510,5745,6875,5653,5873,8430,4326,4942,3628,1508,5079,26085,12861,25816,12195,3347,0,8996,8180,9329,30041,6812,7477,12160,10651,1548,9748,15936,18602,21557,10034,19444,9437,18969,21900,29121,9337,19896,23098,8359,5769,15591,13937,21001,9690,6839,7851,28497,6230,9165,7775,5785,7066,9711,11222,8938,6594,9662,9907,9025
